mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
2.21,"3km SE of The Geysers, CA",1647705892810,1647890247163,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73707781,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73707781&format=geojson,,,,,reviewed,0,75,nc,73707781,",nc73707781,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",70.0,0.00607,0.05,33.0,md,earthquake,"M 2.2 - 3km SE of The Geysers, CA"
0.7,"3km WNW of Anderson Springs, CA",1647705588710,1647706636781,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73707776,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73707776&format=geojson,,,,,automatic,0,8,nc,73707776,",nc73707776,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.01112,0.01,85.0,md,earthquake,"M 0.7 - 3km WNW of Anderson Springs, CA"
1.8,"33 km SE of Minto, Alaska",1647704618896,1647705068027,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0223l93vd1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0223l93vd1&format=geojson,,,,,automatic,0,50,ak,0223l93vd1,",ak0223l93vd1,",",ak,",",origin,phase-data,",,,1.18,,ml,earthquake,"M 1.8 - 33 km SE of Minto, Alaska"
4.5,"11 km SW of Lugu, Taiwan",1647703422245,1647747622153,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h61l,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h61l&format=geojson,3.0,4.3,,,reviewed,0,313,us,6000h61l,",us6000h61l,",",us,",",dyfi,origin,phase-data,",,0.284,1.05,56.0,mb,earthquake,"M 4.5 - 11 km SW of Lugu, Taiwan"
1.6,"1km WNW of San Juan Bautista, CA",1647703331720,1647886214790,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73707761,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73707761&format=geojson,,,,,reviewed,0,39,nc,73707761,",nc73707761,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",38.0,0.03377,0.12,38.0,md,earthquake,"M 1.6 - 1km WNW of San Juan Bautista, CA"
0.36,"8km NW of The Geysers, CA",1647703120400,1647705073623,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73707756,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73707756&format=geojson,,,,,automatic,0,2,nc,73707756,",nc73707756,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.01091,0.0,84.0,md,earthquake,"M 0.4 - 8km NW of The Geysers, CA"
1.2,"8km NW of The Geysers, CA",1647703062550,1647890246163,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73707751,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73707751&format=geojson,,,,,reviewed,0,22,nc,73707751,",nc73707751,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",43.0,0.006917,0.04,43.0,md,earthquake,"M 1.2 - 8km NW of The Geysers, CA"
0.6,"24 km SSW of Kanosh, Utah",1647702832070,1647878413220,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60486417,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60486417&format=geojson,,,,,reviewed,0,6,uu,60486417,",uu60486417,",",uu,",",origin,phase-data,",8.0,0.07635,0.08,177.0,md,earthquake,"M 0.6 - 24 km SSW of Kanosh, Utah"
0.36,"7km WNW of Cobb, CA",1647702751400,1647706033719,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73707746,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73707746&format=geojson,,,,,automatic,0,2,nc,73707746,",nc73707746,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",6.0,0.0086,0.0,117.0,md,earthquake,"M 0.4 - 7km WNW of Cobb, CA"
5.2,Kermadec Islands region,1647702582714,1647703744040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h61i,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h61i&format=geojson,,,,,reviewed,0,416,us,6000h61i,",us6000h61i,",",us,",",origin,phase-data,",,2.792,0.79,70.0,mb,earthquake,M 5.2 - Kermadec Islands region
0.9,"38 km SE of Mina, Nevada",1647701770638,1647702027408,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00835676,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00835676&format=geojson,,,,,automatic,0,12,nn,00835676,",nn00835676,",",nn,",",origin,phase-data,",8.0,0.115,0.0598,161.61,ml,earthquake,"M 0.9 - 38 km SE of Mina, Nevada"
4.2,"115 km SSW of Ust’-Kamchatsk Staryy, Russia",1647701655916,1647709030040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h61d,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h61d&format=geojson,,,,,reviewed,0,271,us,6000h61d,",us6000h61d,",",us,",",origin,phase-data,",,2.91,0.7,158.0,mb,earthquake,"M 4.2 - 115 km SSW of Ust’-Kamchatsk Staryy, Russia"
4.6,Kermadec Islands region,1647701323106,1647706936040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h61k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h61k&format=geojson,,,,,reviewed,0,326,us,6000h61k,",us6000h61k,",",us,",",origin,phase-data,",,1.021,0.93,89.0,mb,earthquake,M 4.6 - Kermadec Islands region
1.6,"22 km SSW of Point Possession, Alaska",1647700788836,1647700966879,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0223l8hloj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0223l8hloj&format=geojson,,,,,automatic,0,39,ak,0223l8hloj,",ak0223l8hloj,",",ak,",",origin,phase-data,",,,0.27,,ml,earthquake,"M 1.6 - 22 km SSW of Point Possession, Alaska"
0.6,"29 km SE of Mina, Nevada",1647700752085,1647700997124,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00835675,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00835675&format=geojson,,,,,automatic,0,6,nn,00835675,",nn00835675,",",nn,",",origin,phase-data,",8.0,0.062,0.2161,172.96,ml,earthquake,"M 0.6 - 29 km SE of Mina, Nevada"
3.39,"10 km SSE of Maria Antonia, Puerto Rico",1647700401640,1647706112040,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71340868,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71340868&format=geojson,1.0,2.0,,,reviewed,0,177,pr,71340868,",pr71340868,us6000h61g,",",pr,us,",",dyfi,origin,phase-data,",35.0,,0.16,202.0,md,earthquake,"M 3.4 - 10 km SSE of Maria Antonia, Puerto Rico"
0.82,"16km N of Borrego Springs, CA",1647700346800,1647882327111,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39972335,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39972335&format=geojson,,,,,reviewed,0,10,ci,39972335,",ci39972335,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",33.0,0.06997,0.18,89.0,ml,earthquake,"M 0.8 - 16km N of Borrego Springs, CA"
1.89,"8km NNE of Banning, CA",1647699850240,1647810806620,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39972327,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39972327&format=geojson,,,,,reviewed,0,55,ci,39972327,",ci39972327,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",74.0,0.05058,0.19,26.0,ml,earthquake,"M 1.9 - 8km NNE of Banning, CA"
1.66,"27km SSW of Bodfish, CA",1647699503530,1647808607769,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39972319,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39972319&format=geojson,,,,,reviewed,0,42,ci,39972319,",ci39972319,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",31.0,0.1522,0.18,55.0,ml,earthquake,"M 1.7 - 27km SSW of Bodfish, CA"
0.38,"24 km ENE of Ashford, Washington",1647699494880,1647751460690,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61814597,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61814597&format=geojson,,,,,reviewed,0,2,uw,61814597,",uw61814597,",",uw,",",origin,phase-data,",10.0,0.04262,0.16,113.0,ml,earthquake,"M 0.4 - 24 km ENE of Ashford, Washington"
1.34,"30km WNW of Desert Center, CA",1647699284210,1647807914127,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39972303,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39972303&format=geojson,,,,,reviewed,0,28,ci,39972303,",ci39972303,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",27.0,0.09349,0.16,82.0,ml,earthquake,"M 1.3 - 30km WNW of Desert Center, CA"
4.6,"73 km SW of Labuan, Indonesia",1647699017936,1647705753040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h615,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h615&format=geojson,,,,,reviewed,0,326,us,6000h615,",us6000h615,",",us,",",origin,phase-data,",,2.357,0.89,73.0,mb,earthquake,"M 4.6 - 73 km SW of Labuan, Indonesia"
0.78,"7 km NNE of Waterville, Washington",1647698259620,1647746025620,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61814592,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61814592&format=geojson,,,,,reviewed,0,9,uw,61814592,",uw61814592,",",uw,",",origin,phase-data,",15.0,0.05228,0.08,64.0,ml,earthquake,"M 0.8 - 7 km NNE of Waterville, Washington"
0.43,"3km SE of The Geysers, CA",1647698229950,1647888709603,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73707726,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73707726&format=geojson,,,,,reviewed,0,3,nc,73707726,",nc73707726,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",27.0,0.004645,0.06,62.0,md,earthquake,"M 0.4 - 3km SE of The Geysers, CA"
1.14,"8km NW of The Geysers, CA",1647697528710,1647889696116,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73707721,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73707721&format=geojson,,,,,reviewed,0,20,nc,73707721,",nc73707721,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",43.0,0.006437,0.03,44.0,md,earthquake,"M 1.1 - 8km NW of The Geysers, CA"
1.64,"19km WNW of Progreso, B.C., MX",1647697285670,1647807360625,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39972279,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39972279&format=geojson,,,,,reviewed,0,41,ci,39972279,",ci39972279,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",26.0,0.05419,0.17,130.0,ml,earthquake,"M 1.6 - 19km WNW of Progreso, B.C., MX"
1.9,"8km NNW of Pinnacles, CA",1647697254200,1647732376396,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73707716,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73707716&format=geojson,,,,,reviewed,0,56,nc,73707716,",nc73707716,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",48.0,0.01984,0.11,66.0,md,earthquake,"M 1.9 - 8km NNW of Pinnacles, CA"
2.3,"53 km W of Anchor Point, Alaska",1647697138792,1647699660498,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0223l7vz2h,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0223l7vz2h&format=geojson,,,,,automatic,0,81,ak,0223l7vz2h,",ak0223l7vz2h,",",ak,",",origin,phase-data,",,,0.4,,ml,earthquake,"M 2.3 - 53 km W of Anchor Point, Alaska"
1.14,"12 km WSW of Georgetown, Idaho",1647696930750,1647878133570,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60486412,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60486412&format=geojson,,,,,reviewed,0,20,uu,60486412,",uu60486412,",",uu,",",origin,phase-data,",10.0,0.3736,0.09,266.0,md,earthquake,"M 1.1 - 12 km WSW of Georgetown, Idaho"
0.96,"12km SW of Searles Valley, CA",1647696704560,1647806936361,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37404132,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37404132&format=geojson,,,,,reviewed,0,14,ci,37404132,",ci37404132,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.1177,0.08,109.0,ml,earthquake,"M 1.0 - 12km SW of Searles Valley, CA"
1.76,"26km SSW of Bodfish, CA",1647696696180,1647806764010,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39972271,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39972271&format=geojson,,,,,reviewed,0,48,ci,39972271,",ci39972271,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",35.0,0.153,0.18,47.0,ml,earthquake,"M 1.8 - 26km SSW of Bodfish, CA"
4.5,"139 km WNW of Naha, Japan",1647696563687,1647704573040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h610,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h610&format=geojson,,,,,reviewed,0,312,us,6000h610,",us6000h610,",",us,",",origin,phase-data,",,1.615,0.85,75.0,mb,earthquake,"M 4.5 - 139 km WNW of Naha, Japan"
0.15,"84 km NW of Karluk, Alaska",1647696006640,1647815901730,,https://earthquake.usgs.gov/earthquakes/eventpage/av91516506,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91516506&format=geojson,,,,,reviewed,0,0,av,91516506,",av91516506,",",av,",",origin,phase-data,",9.0,,0.23,174.0,ml,earthquake,"M 0.2 - 84 km NW of Karluk, Alaska"
1.6,Central Alaska,1647695792514,1647696023569,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0223l7r7cj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0223l7r7cj&format=geojson,,,,,automatic,0,39,ak,0223l7r7cj,",ak0223l7r7cj,",",ak,",",origin,phase-data,",,,0.56,,ml,earthquake,M 1.6 - Central Alaska
0.21,"3km NNW of The Geysers, CA",1647695679730,1647726089748,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73707701,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73707701&format=geojson,,,,,reviewed,0,1,nc,73707701,",nc73707701,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.01054,0.03,72.0,md,earthquake,"M 0.2 - 3km NNW of The Geysers, CA"
4.3,"22 km SSE of Arys, Kazakhstan",1647695062465,1647705189040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h60u,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h60u&format=geojson,,,,,reviewed,0,284,us,6000h60u,",us6000h60u,",",us,",",origin,phase-data,",,1.426,0.98,54.0,mb,earthquake,"M 4.3 - 22 km SSE of Arys, Kazakhstan"
2.0999999,"2 km SE of P?hala, Hawaii",1647694708930,1647694899280,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72955622,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72955622&format=geojson,,,,,automatic,0,68,hv,72955622,",hv72955622,",",hv,",",origin,phase-data,",49.0,,0.140000001,108.0,md,earthquake,"M 2.1 - 2 km SE of P?hala, Hawaii"
2.53,"5km W of Walker, CA",1647694683960,1647885986667,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73707696,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73707696&format=geojson,1.0,2.2,,,reviewed,0,99,nc,73707696,",nc73707696,nn00835671,",",nc,nn,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",16.0,0.04142,0.09,68.0,md,earthquake,"M 2.5 - 5km W of Walker, CA"
0.2,"3 km W of Benton City, Washington",1647694589240,1647750866210,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61814582,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61814582&format=geojson,,,,,reviewed,0,1,uw,61814582,",uw61814582,",",uw,",",origin,phase-data,",7.0,0.06482,0.04,191.0,ml,earthquake,"M 0.2 - 3 km W of Benton City, Washington"
2.8,"6 km SE of Gardendale, Texas",1647693605760,1647755346431,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022flqv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022flqv&format=geojson,8.0,5.0,,,reviewed,0,125,tx,2022flqv,",tx2022flqv,us6000h60j,",",tx,us,",",dyfi,origin,phase-data,",14.0,0.02416364429,0.1,82.0,ml,earthquake,"M 2.8 - 6 km SE of Gardendale, Texas"
2.1099999,"9 km ENE of P?hala, Hawaii",1647693543970,1647693753770,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72955597,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72955597&format=geojson,,,,,automatic,0,68,hv,72955597,",hv72955597,",",hv,",",origin,phase-data,",38.0,,0.129999995,156.0,md,earthquake,"M 2.1 - 9 km ENE of P?hala, Hawaii"
-0.1,Washington-Oregon border region,1647693274970,1647750369220,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61814572,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61814572&format=geojson,,,,,reviewed,0,0,uw,61814572,",uw61814572,",",uw,",",origin,phase-data,",6.0,0.03746,0.1,187.0,md,earthquake,M -0.1 - Washington-Oregon border region
2.6,Kansas,1647692782627,1647767389605,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h60e,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h60e&format=geojson,3.0,3.1,,,reviewed,0,105,us,6000h60e,",us6000h60e,",",us,",",dyfi,origin,phase-data,",,0.361,0.23,92.0,mb_lg,earthquake,M 2.6 - Kansas
0.65,"5km SSW of Redlands, CA",1647692765040,1647806216343,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39972151,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39972151&format=geojson,,,,,reviewed,0,6,ci,39972151,",ci39972151,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.1098,0.15,127.0,ml,earthquake,"M 0.7 - 5km SSW of Redlands, CA"
4.7,"91 km SE of D?r?b, Iran",1647692726123,1647716819060,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h60f,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h60f&format=geojson,1.0,2.0,,,reviewed,0,340,us,6000h60f,",us6000h60f,",",us,",",dyfi,origin,phase-data,",,3.395,0.71,72.0,mb,earthquake,"M 4.7 - 91 km SE of D?r?b, Iran"
1.8,"3 km N of Carter Springs, Nevada",1647692707999,1647692921879,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00835668,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00835668&format=geojson,,,,,automatic,0,50,nn,00835668,",nn00835668,",",nn,",",origin,phase-data,",18.0,0.127,0.1517,82.61,ml,earthquake,"M 1.8 - 3 km N of Carter Springs, Nevada"
1.4,"3 km WNW of Walker, California",1647692645154,1647692849199,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00835666,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00835666&format=geojson,,,,,automatic,0,30,nn,00835666,",nn00835666,",",nn,",",origin,phase-data,",11.0,0.06,0.2689,170.53,ml,earthquake,"M 1.4 - 3 km WNW of Walker, California"
1.84000003,"8 km E of P?hala, Hawaii",1647692375060,1647692565580,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72955577,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72955577&format=geojson,,,,,automatic,0,52,hv,72955577,",hv72955577,",",hv,",",origin,phase-data,",31.0,,0.100000001,183.0,md,earthquake,"M 1.8 - 8 km E of P?hala, Hawaii"
2.25,"5km W of Walker, CA",1647692184990,1647734176565,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73707681,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73707681&format=geojson,,,,,reviewed,0,78,nc,73707681,",nc73707681,nn00835664,",",nc,nn,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.04245,0.06,72.0,md,earthquake,"M 2.3 - 5km W of Walker, CA"
0.71,"7km WNW of Cobb, CA",1647690902510,1647692473375,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73707676,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73707676&format=geojson,,,,,automatic,0,8,nc,73707676,",nc73707676,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.00854,0.02,63.0,md,earthquake,"M 0.7 - 7km WNW of Cobb, CA"
2.11,"4 km SSE of Tuttle, Oklahoma",1647690371039,1647890977892,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022flpa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022flpa&format=geojson,4.0,4.3,,,reviewed,0,70,ok,2022flpa,",ok2022flpa,",",ok,",",dyfi,origin,phase-data,",70.0,0.03869240723,0.23,34.0,ml,earthquake,"M 2.1 - 4 km SSE of Tuttle, Oklahoma"
4.6,south of the Kermadec Islands,1647690243117,1647691596040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h60b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h60b&format=geojson,,,,,reviewed,0,326,us,6000h60b,",us6000h60b,",",us,",",origin,phase-data,",,4.347,0.48,114.0,mb,earthquake,M 4.6 - south of the Kermadec Islands
1.5,"5km N of Millville, CA",1647690232300,1647725655696,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73707671,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73707671&format=geojson,,,,,reviewed,0,35,nc,73707671,",nc73707671,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.0399,0.13,69.0,md,earthquake,"M 1.5 - 5km N of Millville, CA"
0.53,"22km E of Julian, CA",1647690227040,1647805785191,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39972127,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39972127&format=geojson,,,,,reviewed,0,4,ci,39972127,",ci39972127,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",25.0,0.1028,0.19,70.0,ml,earthquake,"M 0.5 - 22km E of Julian, CA"
0.36,"8km WNW of The Geysers, CA",1647690186480,1647694154525,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73707666,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73707666&format=geojson,,,,,automatic,0,2,nc,73707666,",nc73707666,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.004133,0.01,123.0,md,earthquake,"M 0.4 - 8km WNW of The Geysers, CA"
